Class,AAC_A,AAC_C,AAC_D,AAC_E,AAC_F,AAC_G,AAC_H,AAC_I,AAC_K,AAC_L,AAC_M,AAC_N,AAC_P,AAC_Q,AAC_R,AAC_S,AAC_T,AAC_V,AAC_W,AAC_Y
ABP,0.035714286,0.083333333,0.011904762,0.071428571,0.011904762,0.047619048,0.011904762,0.083333333,0.071428571,0.119047619,0.035714286,0.047619048,0.047619048,0.047619048,0.071428571,0.095238095,0.011904762,0.011904762,0.023809524,0.05952381
ABP,0.034482759,0.034482759,0.057471264,0.103448276,0.08045977,0.057471264,0.011494253,0.057471264,0.068965517,0.172413793,0.022988506,0.068965517,0.034482759,0.011494253,0.08045977,0.022988506,0.034482759,0.034482759,0.011494253,0
ABP,0.051948052,0.038961039,0.051948052,0.077922078,0.051948052,0.103896104,0.025974026,0.051948052,0.077922078,0.155844156,0.012987013,0.038961039,0.025974026,0.051948052,0.077922078,0.051948052,0,0.025974026,0.025974026,0
ABP,0.111111111,0,0.037037037,0.098765432,0.049382716,0.049382716,0.024691358,0.061728395,0.111111111,0.074074074,0.061728395,0,0,0.098765432,0.037037037,0.037037037,0.024691358,0.049382716,0.024691358,0.049382716
ABP,0.047619048,0.023809524,0.035714286,0.119047619,0.035714286,0.047619048,0.011904762,0.047619048,0.130952381,0.166666667,0.011904762,0.047619048,0.023809524,0.011904762,0.047619048,0.047619048,0.023809524,0.05952381,0.011904762,0.047619048
ABP,0.053763441,0.064516129,0.032258065,0.107526882,0.075268817,0.064516129,0.021505376,0.043010753,0.053763441,0.107526882,0.010752688,0.021505376,0.021505376,0.053763441,0.064516129,0.064516129,0.064516129,0.064516129,0,0.010752688
ABP,0.041666667,0.027777778,0.069444444,0.083333333,0.055555556,0.041666667,0,0.041666667,0.083333333,0.152777778,0.013888889,0.041666667,0.069444444,0,0.097222222,0.041666667,0.055555556,0.083333333,0,0
ABP,0.102272727,0.022727273,0.045454545,0.056818182,0.022727273,0.102272727,0,0.068181818,0.090909091,0.090909091,0.045454545,0.022727273,0.022727273,0.056818182,0.056818182,0.068181818,0.034090909,0.056818182,0.011363636,0.022727273
ABP,0.054054054,0.013513514,0.067567568,0.054054054,0.054054054,0.054054054,0.027027027,0.108108108,0.067567568,0.162162162,0.013513514,0.013513514,0.040540541,0.027027027,0.094594595,0.067567568,0.013513514,0.040540541,0,0.027027027
ABP,0.047619048,0.035714286,0.047619048,0.083333333,0.047619048,0.130952381,0.011904762,0.119047619,0.130952381,0.107142857,0.023809524,0.011904762,0,0.011904762,0.035714286,0.05952381,0.035714286,0.05952381,0,0
ABP,0.02020202,0.02020202,0.070707071,0.080808081,0.050505051,0.03030303,0.04040404,0.050505051,0.080808081,0.070707071,0.01010101,0.050505051,0.050505051,0.03030303,0.050505051,0.090909091,0.050505051,0.070707071,0.02020202,0.060606061
ABP,0.029850746,0.089552239,0.014925373,0.059701493,0.059701493,0.059701493,0.029850746,0.089552239,0.059701493,0.104477612,0.044776119,0.044776119,0.044776119,0.059701493,0.089552239,0.014925373,0.029850746,0.014925373,0.014925373,0.044776119
ABP,0.047619048,0.071428571,0.011904762,0.05952381,0.035714286,0.047619048,0.011904762,0.071428571,0.071428571,0.107142857,0.035714286,0.047619048,0.047619048,0.047619048,0.071428571,0.083333333,0.023809524,0.023809524,0.023809524,0.05952381
ABP,0.071428571,0.035714286,0.05952381,0.083333333,0.035714286,0.130952381,0,0.154761905,0.130952381,0.095238095,0.035714286,0,0.011904762,0.011904762,0.035714286,0.047619048,0.023809524,0.035714286,0,0
ABP,0.035714286,0.05952381,0.011904762,0.071428571,0.011904762,0.047619048,0.011904762,0.083333333,0.071428571,0.119047619,0.035714286,0.047619048,0.047619048,0.047619048,0.083333333,0.095238095,0.011904762,0.011904762,0.023809524,0.071428571
ABP,0.036585366,0.097560976,0,0.073170732,0.036585366,0.024390244,0.012195122,0.06097561,0.109756098,0.048780488,0.012195122,0.048780488,0.06097561,0.048780488,0.048780488,0.048780488,0.048780488,0.097560976,0.024390244,0.06097561
ABP,0.104166667,0.0625,0.0625,0.052083333,0.052083333,0.052083333,0.020833333,0.104166667,0.052083333,0.125,0.010416667,0.0625,0.010416667,0.020833333,0.03125,0.020833333,0.041666667,0.104166667,0,0.010416667
ABP,0.047619048,0.071428571,0.011904762,0.047619048,0.035714286,0.047619048,0.011904762,0.071428571,0.083333333,0.107142857,0.035714286,0.05952381,0.047619048,0.047619048,0.071428571,0.083333333,0.023809524,0.011904762,0.023809524,0.05952381
ABP,0.034883721,0.058139535,0.046511628,0.081395349,0.034883721,0.023255814,0,0.058139535,0.104651163,0.104651163,0.023255814,0.058139535,0.011627907,0.011627907,0.034883721,0.104651163,0.11627907,0.046511628,0.023255814,0.023255814
ABP,0.03125,0.0625,0.03125,0.072916667,0.020833333,0.041666667,0.03125,0.041666667,0.125,0.125,0.03125,0.03125,0.020833333,0.041666667,0.03125,0.052083333,0.041666667,0.114583333,0,0.052083333
ABP,0.047619048,0.035714286,0.047619048,0.083333333,0.047619048,0.142857143,0.011904762,0.119047619,0.130952381,0.119047619,0.023809524,0.023809524,0,0.011904762,0.023809524,0.047619048,0.023809524,0.05952381,0,0
ABP,0.047619048,0.035714286,0.047619048,0.095238095,0.035714286,0.083333333,0,0.142857143,0.142857143,0.095238095,0.023809524,0.035714286,0.011904762,0.011904762,0.035714286,0.047619048,0.071428571,0.035714286,0,0
ABP,0.051282051,0.038461538,0.025641026,0.08974359,0.08974359,0.051282051,0.012820513,0.064102564,0.141025641,0.102564103,0.012820513,0.064102564,0.064102564,0,0.051282051,0.064102564,0,0.025641026,0.012820513,0.038461538
ABP,0.047619048,0.035714286,0.047619048,0.083333333,0.047619048,0.130952381,0.011904762,0.130952381,0.130952381,0.107142857,0.023809524,0.011904762,0,0.011904762,0.035714286,0.05952381,0.023809524,0.05952381,0,0
ABP,0.084507042,0,0.028169014,0.112676056,0.169014085,0.070422535,0,0.028169014,0.126760563,0.098591549,0.028169014,0.014084507,0.070422535,0.014084507,0.028169014,0.028169014,0.028169014,0.056338028,0.014084507,0
ABP,0.08045977,0.08045977,0.045977011,0.057471264,0.034482759,0.068965517,0.045977011,0.034482759,0.114942529,0.126436782,0.022988506,0.034482759,0.022988506,0.045977011,0.045977011,0.022988506,0.022988506,0.068965517,0,0.022988506
ABP,0.075,0.0875,0.05,0.025,0.025,0.0375,0.025,0.0625,0.1125,0.0875,0.075,0.0375,0.025,0.05,0.0375,0.075,0,0.0875,0,0.025
ABP,0,0.08,0.013333333,0.053333333,0.04,0.053333333,0.013333333,0.08,0.093333333,0.133333333,0.04,0.026666667,0.04,0.04,0.04,0.053333333,0.04,0.093333333,0.013333333,0.053333333
ABP,0.04109589,0.04109589,0.095890411,0.109589041,0.054794521,0.054794521,0,0.068493151,0.082191781,0.150684932,0.01369863,0.01369863,0.054794521,0,0.082191781,0.04109589,0.01369863,0.082191781,0,0
ABP,0.043010753,0.032258065,0.064516129,0.096774194,0.043010753,0.043010753,0.010752688,0.086021505,0.129032258,0.139784946,0.043010753,0.021505376,0.021505376,0.010752688,0.032258065,0.053763441,0.053763441,0.043010753,0.021505376,0.010752688
ABP,0.094736842,0.021052632,0.052631579,0.052631579,0.042105263,0.073684211,0,0.063157895,0.042105263,0.063157895,0.021052632,0.052631579,0.031578947,0.031578947,0.084210526,0.031578947,0.105263158,0.094736842,0.031578947,0.010526316
ABP,0.047619048,0.035714286,0.047619048,0.083333333,0.047619048,0.130952381,0.011904762,0.130952381,0.130952381,0.107142857,0.023809524,0.011904762,0.011904762,0.011904762,0.035714286,0.047619048,0.023809524,0.05952381,0,0
ABP,0.051282051,0.102564103,0.025641026,0.064102564,0.128205128,0.076923077,0,0.038461538,0.076923077,0.115384615,0.025641026,0.038461538,0.038461538,0.051282051,0.064102564,0.064102564,0.012820513,0.025641026,0,0
ABP,0.046511628,0.034883721,0.023255814,0.139534884,0.081395349,0.046511628,0,0.069767442,0.081395349,0.151162791,0.023255814,0.058139535,0.034883721,0.034883721,0.058139535,0.034883721,0.034883721,0.046511628,0,0
ABP,0.082191781,0.02739726,0.02739726,0.068493151,0.082191781,0.054794521,0.01369863,0.082191781,0.068493151,0.150684932,0.04109589,0.01369863,0.04109589,0.054794521,0.095890411,0.02739726,0.01369863,0.04109589,0,0.01369863
ABP,0.051282051,0.08974359,0.025641026,0.064102564,0.141025641,0.064102564,0,0.038461538,0.064102564,0.102564103,0.012820513,0.038461538,0.051282051,0.051282051,0.064102564,0.076923077,0.012820513,0.038461538,0,0.012820513
ABP,0.1,0,0.0375,0.1,0.075,0.05,0.025,0.0625,0.0625,0.1,0.0625,0.0125,0,0.0875,0.0375,0.0625,0.05,0.0375,0.0125,0.025
ABP,0.010752688,0.064516129,0.021505376,0.086021505,0.053763441,0.064516129,0.032258065,0.075268817,0.11827957,0.11827957,0.010752688,0.032258065,0.021505376,0.032258065,0.032258065,0.043010753,0.053763441,0.086021505,0,0.043010753
ABP,0.047619048,0.035714286,0.047619048,0.095238095,0.047619048,0.130952381,0.011904762,0.119047619,0.119047619,0.119047619,0.023809524,0.023809524,0.011904762,0.011904762,0.035714286,0.035714286,0.023809524,0.05952381,0,0
ABP,0.068493151,0.01369863,0.04109589,0.054794521,0.054794521,0.068493151,0.02739726,0.123287671,0.054794521,0.136986301,0.04109589,0.02739726,0.04109589,0.054794521,0.068493151,0.02739726,0.01369863,0.04109589,0,0.04109589
ABP,0.104166667,0.0625,0.052083333,0.0625,0.052083333,0.0625,0.020833333,0.09375,0.0625,0.125,0.010416667,0.041666667,0.010416667,0.020833333,0.03125,0.020833333,0.041666667,0.114583333,0,0.010416667
ABP,0.035714286,0.071428571,0.023809524,0.071428571,0.011904762,0.047619048,0.011904762,0.083333333,0.071428571,0.119047619,0.035714286,0.035714286,0.047619048,0.047619048,0.071428571,0.095238095,0.011904762,0.011904762,0.023809524,0.071428571
ABP,0.111111111,0,0.037037037,0.098765432,0.049382716,0.049382716,0.024691358,0.061728395,0.111111111,0.074074074,0.061728395,0,0,0.086419753,0.049382716,0.037037037,0.024691358,0.049382716,0.024691358,0.049382716
ABP,0.04494382,0,0.056179775,0.06741573,0.04494382,0.191011236,0.011235955,0.056179775,0.134831461,0.101123596,0.02247191,0.011235955,0.011235955,0.04494382,0.06741573,0.033707865,0.02247191,0.04494382,0.011235955,0.02247191
ABP,0.055555556,0,0.069444444,0.055555556,0.055555556,0.138888889,0.013888889,0.055555556,0.083333333,0.125,0.027777778,0.013888889,0,0.083333333,0.083333333,0,0.027777778,0.069444444,0.013888889,0.027777778
ABP,0.013513514,0,0.135135135,0.027027027,0.067567568,0.081081081,0.013513514,0.067567568,0.054054054,0.162162162,0.067567568,0.013513514,0,0.054054054,0.054054054,0.067567568,0.013513514,0.081081081,0.027027027,0
ABP,0.051282051,0.102564103,0.038461538,0.08974359,0.115384615,0.051282051,0,0.025641026,0.064102564,0.115384615,0.012820513,0.038461538,0.051282051,0.038461538,0.076923077,0.051282051,0.012820513,0.051282051,0,0.012820513
ABP,0.047619048,0.035714286,0.047619048,0.083333333,0.047619048,0.130952381,0.011904762,0.119047619,0.130952381,0.130952381,0.011904762,0.023809524,0.011904762,0.011904762,0.035714286,0.035714286,0.023809524,0.05952381,0,0
ABP,0.048192771,0.036144578,0.048192771,0.084337349,0.048192771,0.13253012,0,0.108433735,0.13253012,0.108433735,0.036144578,0.024096386,0.012048193,0.012048193,0.036144578,0.048192771,0.024096386,0.060240964,0,0
ABP,0.078947368,0.039473684,0.052631579,0.092105263,0.105263158,0.052631579,0.013157895,0.039473684,0.118421053,0.105263158,0.026315789,0.039473684,0.026315789,0.026315789,0.026315789,0.052631579,0.039473684,0.052631579,0.013157895,0
ABP,0.054945055,0.010989011,0.021978022,0.175824176,0.032967033,0.098901099,0.032967033,0.054945055,0.131868132,0.153846154,0.010989011,0.043956044,0,0,0.043956044,0.087912088,0,0.043956044,0,0
ABP,0.013333333,0.08,0.026666667,0.066666667,0.04,0.053333333,0.04,0.066666667,0.146666667,0.066666667,0,0.053333333,0.053333333,0.053333333,0.026666667,0.026666667,0.053333333,0.106666667,0,0.026666667
ABP,0.054054054,0.013513514,0.054054054,0.054054054,0.067567568,0.040540541,0.027027027,0.094594595,0.081081081,0.175675676,0.013513514,0.027027027,0.027027027,0.027027027,0.067567568,0.094594595,0.013513514,0.040540541,0,0.027027027
ABP,0.064102564,0.08974359,0,0.102564103,0.102564103,0.102564103,0,0.064102564,0.038461538,0.076923077,0.012820513,0.012820513,0.025641026,0.012820513,0.08974359,0.076923077,0.025641026,0.051282051,0.025641026,0.025641026
ABP,0.050505051,0.070707071,0.01010101,0.070707071,0.03030303,0.03030303,0.01010101,0.080808081,0.101010101,0.111111111,0.02020202,0.060606061,0.070707071,0.050505051,0.04040404,0.02020202,0.080808081,0.050505051,0.01010101,0.03030303
ABP,0.054945055,0.10989011,0.021978022,0.076923077,0.065934066,0.021978022,0.054945055,0.032967033,0.054945055,0.10989011,0.010989011,0.032967033,0.021978022,0.076923077,0.054945055,0.043956044,0.043956044,0.098901099,0,0.010989011
ABP,0.021505376,0.064516129,0.032258065,0.075268817,0.053763441,0.064516129,0.032258065,0.086021505,0.129032258,0.11827957,0.010752688,0.032258065,0.021505376,0.032258065,0.032258065,0.043010753,0.043010753,0.075268817,0,0.032258065
ABP,0.051282051,0.102564103,0.025641026,0.064102564,0.115384615,0.076923077,0,0.038461538,0.064102564,0.115384615,0.012820513,0.038461538,0.051282051,0.051282051,0.076923077,0.051282051,0.012820513,0.038461538,0,0.012820513
ABP,0.051282051,0.038461538,0.025641026,0.141025641,0.076923077,0.051282051,0.012820513,0.051282051,0.08974359,0.115384615,0.025641026,0.064102564,0.051282051,0,0.051282051,0.051282051,0.025641026,0.025641026,0.012820513,0.038461538
ABP,0.031746032,0.126984127,0,0.079365079,0.158730159,0.079365079,0,0.063492063,0.047619048,0.079365079,0.015873016,0.015873016,0.031746032,0.031746032,0.095238095,0.015873016,0.047619048,0.063492063,0.015873016,0
ABP,0.081081081,0,0.027027027,0,0.081081081,0.162162162,0,0.162162162,0.081081081,0.027027027,0.027027027,0.108108108,0.027027027,0.027027027,0.027027027,0,0.054054054,0.054054054,0,0.054054054
ABP,0,0,0.045454545,0.136363636,0.068181818,0.068181818,0.022727273,0.022727273,0,0.045454545,0.045454545,0.045454545,0.090909091,0.045454545,0,0.045454545,0.136363636,0.045454545,0.068181818,0.068181818
ABP,0.074074074,0,0.074074074,0,0.111111111,0.148148148,0.037037037,0.111111111,0.074074074,0.037037037,0,0.074074074,0.074074074,0.037037037,0,0.037037037,0.037037037,0.074074074,0,0
ABP,0.117647059,0,0.058823529,0.058823529,0.058823529,0.029411765,0.029411765,0.117647059,0.147058824,0.117647059,0.029411765,0.058823529,0.058823529,0,0,0,0.029411765,0.088235294,0,0
ABP,0.088888889,0,0.044444444,0.022222222,0.111111111,0.044444444,0,0.022222222,0.088888889,0.222222222,0.044444444,0,0,0.044444444,0.044444444,0.088888889,0.066666667,0.066666667,0,0
ABP,0,0.1,0.1,0,0.2,0,0.05,0.05,0,0.05,0.1,0,0,0,0.05,0.05,0.05,0.05,0.1,0.05
ABP,0.028571429,0,0,0.057142857,0.057142857,0.085714286,0,0.028571429,0.085714286,0.2,0.085714286,0.085714286,0,0.057142857,0,0.085714286,0.028571429,0.114285714,0,0
ABP,0.117647059,0,0.058823529,0.058823529,0.088235294,0.058823529,0.029411765,0.147058824,0.117647059,0.058823529,0,0.088235294,0.058823529,0.029411765,0,0,0,0.088235294,0,0
ABP,0.090909091,0,0.045454545,0.022727273,0.045454545,0.136363636,0,0.090909091,0.068181818,0.090909091,0.022727273,0.045454545,0,0.113636364,0,0.068181818,0.022727273,0.113636364,0.022727273,0
ABP,0.028571429,0,0.028571429,0.057142857,0.057142857,0.085714286,0,0.028571429,0.085714286,0.2,0.085714286,0.057142857,0,0.057142857,0,0.085714286,0.028571429,0.114285714,0,0
ABP,0.136363636,0,0.045454545,0.045454545,0.045454545,0.159090909,0,0.113636364,0.090909091,0.045454545,0.045454545,0.022727273,0,0.068181818,0,0.045454545,0.022727273,0.090909091,0.022727273,0
ABP,0.028571429,0,0,0.028571429,0.057142857,0.085714286,0,0.028571429,0.085714286,0.2,0.085714286,0.057142857,0,0.028571429,0,0.085714286,0.028571429,0.2,0,0
ABP,0.1,0,0.1,0,0.15,0.05,0,0.35,0,0.05,0,0.05,0,0,0,0,0.05,0.05,0,0.05
ABP,0.063829787,0,0.063829787,0.021276596,0.063829787,0.085106383,0,0.063829787,0.127659574,0.042553191,0,0.042553191,0.021276596,0.021276596,0.021276596,0.106382979,0.021276596,0.085106383,0.063829787,0.085106383
ABP,0.131578947,0.026315789,0,0,0.026315789,0.105263158,0,0.105263158,0,0.078947368,0,0.105263158,0.105263158,0.078947368,0,0.052631579,0.052631579,0.131578947,0,0
ABP,0.02173913,0.02173913,0.043478261,0.086956522,0.086956522,0.043478261,0.02173913,0.108695652,0.043478261,0.108695652,0.043478261,0.086956522,0.02173913,0.02173913,0,0.043478261,0.086956522,0.065217391,0,0.043478261
ABP,0.028571429,0,0.028571429,0.028571429,0.085714286,0.028571429,0,0.114285714,0.085714286,0.057142857,0.057142857,0.057142857,0.171428571,0,0.085714286,0.028571429,0.028571429,0.085714286,0.028571429,0
ABP,0.2,0.04,0.04,0.06,0.04,0.06,0,0.08,0.02,0.08,0.04,0.06,0.06,0.04,0,0.04,0.02,0.1,0,0.02
ABP,0.136363636,0,0.045454545,0.045454545,0.045454545,0.159090909,0,0.113636364,0.090909091,0.045454545,0.045454545,0.022727273,0,0.045454545,0,0.045454545,0.045454545,0.090909091,0.022727273,0
ABP,0.135135135,0,0.054054054,0.054054054,0.027027027,0.054054054,0.027027027,0.189189189,0.135135135,0.081081081,0.054054054,0.054054054,0.054054054,0.027027027,0,0,0.027027027,0.027027027,0,0
ABP,0.111111111,0,0,0,0.111111111,0.074074074,0,0.111111111,0.074074074,0.185185185,0,0,0.074074074,0,0,0.185185185,0.037037037,0.037037037,0,0
ABP,0.094339623,0.018867925,0,0,0.113207547,0.075471698,0,0.075471698,0.056603774,0.056603774,0.018867925,0.037735849,0.188679245,0.056603774,0.037735849,0,0.037735849,0.075471698,0.018867925,0.037735849
ABP,0.025641026,0.051282051,0.025641026,0,0.025641026,0.128205128,0.051282051,0.102564103,0.076923077,0.051282051,0.051282051,0.076923077,0.051282051,0.051282051,0,0.076923077,0.025641026,0.051282051,0.025641026,0.051282051
ABP,0.085714286,0,0,0.028571429,0.028571429,0.085714286,0,0.142857143,0.085714286,0.028571429,0.028571429,0.085714286,0.028571429,0.028571429,0.028571429,0.057142857,0,0.114285714,0.057142857,0.085714286
ABP,0.043478261,0,0.02173913,0,0.043478261,0.108695652,0,0.02173913,0.02173913,0.239130435,0.043478261,0,0.02173913,0.02173913,0.02173913,0.108695652,0.086956522,0.086956522,0.065217391,0.043478261
ABP,0.090909091,0,0.045454545,0.022727273,0.045454545,0.159090909,0,0.090909091,0.068181818,0.090909091,0.022727273,0.045454545,0,0.090909091,0,0.068181818,0.022727273,0.113636364,0.022727273,0
ABP,0.028571429,0,0.028571429,0.028571429,0.057142857,0.085714286,0,0.028571429,0.085714286,0.257142857,0.085714286,0.057142857,0,0.028571429,0,0.085714286,0.028571429,0.114285714,0,0
ABP,0.043478261,0.02173913,0.02173913,0.02173913,0.02173913,0,0.02173913,0.043478261,0.043478261,0.130434783,0.02173913,0.065217391,0,0.02173913,0.043478261,0.173913043,0.043478261,0.173913043,0.043478261,0.043478261
ABP,0.028571429,0,0.028571429,0.057142857,0.057142857,0.085714286,0,0.028571429,0.085714286,0.2,0.085714286,0.057142857,0,0.028571429,0,0.085714286,0.028571429,0.142857143,0,0
ABP,0.142857143,0.028571429,0,0,0.057142857,0.028571429,0.057142857,0.028571429,0.057142857,0.257142857,0.028571429,0.085714286,0.114285714,0,0.028571429,0,0.028571429,0.057142857,0,0
ABP,0,0,0.04,0,0.08,0.06,0.06,0.06,0.1,0.14,0.04,0,0.08,0.08,0,0.08,0.06,0.06,0,0.06
ABP,0.028571429,0,0,0.057142857,0.057142857,0.085714286,0,0.028571429,0.085714286,0.2,0.085714286,0.057142857,0,0.028571429,0,0.085714286,0.028571429,0.171428571,0,0
ABP,0.085106383,0.021276596,0.063829787,0.042553191,0.085106383,0.063829787,0,0.085106383,0.085106383,0.106382979,0.042553191,0.085106383,0.042553191,0,0,0.042553191,0.042553191,0.085106383,0,0.021276596
ABP,0.029411765,0,0,0.088235294,0.117647059,0.058823529,0.058823529,0.029411765,0.088235294,0.117647059,0,0.058823529,0.147058824,0.058823529,0.058823529,0,0,0.088235294,0,0
ABP,0.107142857,0,0.035714286,0.035714286,0.107142857,0.035714286,0,0.035714286,0.142857143,0.035714286,0,0,0.071428571,0.035714286,0,0,0.035714286,0.25,0.071428571,0
ABP,0.113636364,0,0,0.022727273,0.045454545,0.090909091,0,0.159090909,0.113636364,0.022727273,0.045454545,0.022727273,0.068181818,0.045454545,0.068181818,0.022727273,0.022727273,0.045454545,0.045454545,0.045454545
ABP,0.121212121,0.03030303,0,0.03030303,0.060606061,0.090909091,0.03030303,0.060606061,0,0.212121212,0,0.060606061,0.060606061,0.03030303,0.090909091,0.060606061,0,0.03030303,0.03030303,0
ABP,0.025,0.05,0.025,0,0.025,0.125,0.05,0.1,0.075,0.075,0.05,0.075,0.05,0.05,0,0.075,0.025,0.05,0.025,0.05
ABP,0.113636364,0,0.022727273,0.022727273,0.068181818,0.113636364,0,0.068181818,0.090909091,0.090909091,0.022727273,0.022727273,0,0.022727273,0.045454545,0.045454545,0.022727273,0.068181818,0.113636364,0.045454545
ABP,0.037037037,0,0,0.037037037,0.037037037,0.074074074,0.037037037,0.074074074,0.148148148,0.111111111,0,0,0.074074074,0.037037037,0,0.037037037,0.037037037,0.148148148,0.111111111,0
ABP,0.04,0,0,0,0.12,0.12,0,0.12,0.04,0.2,0,0.12,0.04,0.04,0.08,0.08,0,0,0,0
ABP,0.03030303,0,0,0.03030303,0.060606061,0.181818182,0,0.060606061,0.090909091,0.060606061,0.03030303,0.060606061,0.060606061,0.090909091,0,0.03030303,0.03030303,0.121212121,0.060606061,0
ABP,0.181818182,0,0,0,0,0,0.090909091,0.045454545,0.272727273,0.181818182,0,0.045454545,0,0,0.045454545,0,0.090909091,0.045454545,0,0
ABP,0.230769231,0,0,0,0,0,0,0,0.307692308,0.230769231,0,0,0,0,0,0,0.076923077,0.076923077,0.076923077,0
ABP,0.117647059,0,0,0,0.176470588,0.058823529,0,0.058823529,0.411764706,0.117647059,0,0,0,0,0,0,0,0.058823529,0,0
ABP,0.055555556,0,0,0,0.166666667,0,0.055555556,0.111111111,0.333333333,0.055555556,0,0,0.055555556,0,0.055555556,0.055555556,0,0,0.055555556,0
ABP,0.142857143,0,0,0,0,0,0,0,0.357142857,0.285714286,0,0,0,0,0,0,0.071428571,0.071428571,0.071428571,0
ABP,0.181818182,0,0,0,0,0,0.090909091,0.045454545,0.272727273,0.272727273,0,0.045454545,0,0,0.045454545,0,0,0.045454545,0,0
ABP,0.058823529,0,0,0,0.235294118,0,0.058823529,0.058823529,0.352941176,0.176470588,0,0,0.058823529,0,0,0,0,0,0,0
ABP,0.05,0,0,0,0.05,0.1,0.1,0.1,0.05,0.2,0,0.05,0,0,0.2,0,0.05,0,0,0.05
ABP,0.05,0,0,0,0.15,0,0.05,0.05,0.35,0.1,0,0,0,0,0,0.15,0.05,0,0.05,0
ABP,0.083333333,0,0,0,0.166666667,0.166666667,0,0.083333333,0.416666667,0.083333333,0,0,0,0,0,0,0,0,0,0
ABP,0,0,0,0,0,0,0,0.230769231,0.461538462,0,0,0,0,0,0,0.076923077,0,0,0.230769231,0
ABP,0.117647059,0,0,0,0.176470588,0.117647059,0,0.058823529,0.411764706,0.058823529,0,0,0,0,0,0,0,0.058823529,0,0
ABP,0.214285714,0,0,0,0,0,0,0,0.285714286,0.285714286,0,0,0,0,0,0,0.071428571,0.071428571,0.071428571,0
ABP,0.066666667,0,0,0,0.066666667,0.066666667,0,0.066666667,0.4,0.2,0,0,0,0,0,0,0,0.066666667,0.066666667,0
ABP,0,0,0,0,0.1875,0,0.0625,0.0625,0.375,0.1875,0,0,0.0625,0,0,0,0,0,0.0625,0
ABP,0.214285714,0,0,0,0,0,0,0,0.285714286,0.285714286,0,0,0,0,0,0,0.071428571,0.071428571,0.071428571,0
ABP,0.136363636,0,0,0,0.136363636,0.045454545,0.090909091,0,0.318181818,0.181818182,0,0,0.045454545,0,0,0,0,0,0.045454545,0
ABP,0.117647059,0,0,0,0.058823529,0,0,0,0.294117647,0.294117647,0,0,0,0,0.058823529,0,0,0.058823529,0.117647059,0
ABP,0.083333333,0,0,0,0.166666667,0.166666667,0,0,0.5,0.083333333,0,0,0,0,0,0,0,0,0,0
ABP,0.055555556,0,0.055555556,0,0,0,0,0.055555556,0.222222222,0.277777778,0.055555556,0,0,0.055555556,0.111111111,0,0,0.111111111,0,0
ABP,0.052631579,0,0,0,0.315789474,0,0.263157895,0.105263158,0.052631579,0.052631579,0,0,0,0,0.052631579,0.052631579,0.052631579,0,0,0
ABP,0.1,0,0,0,0,0.1,0,0.1,0.2,0.3,0,0,0,0,0.1,0,0.1,0,0,0
ABP,0.210526316,0,0,0,0.315789474,0,0,0,0.421052632,0,0,0,0,0,0,0,0,0,0.052631579,0
ABP,0,0,0,0,0.1,0.1,0,0.1,0.2,0.4,0,0,0,0,0.1,0,0,0,0,0
ABP,0.214285714,0,0,0,0,0,0,0.142857143,0.214285714,0.071428571,0.142857143,0.071428571,0,0,0,0,0.071428571,0,0.071428571,0
ABP,0,0,0,0,0,0,0.083333333,0.083333333,0.333333333,0.25,0.083333333,0,0,0,0,0.083333333,0,0,0.083333333,0
ABP,0.153846154,0,0,0,0,0,0,0,0.230769231,0.307692308,0.076923077,0,0,0,0,0,0.076923077,0.076923077,0.076923077,0
ABP,0.05,0,0,0,0.15,0,0.05,0.05,0.35,0.05,0,0,0,0,0,0.2,0.05,0,0.05,0
ABP,0.071428571,0,0,0,0,0.071428571,0,0.142857143,0.214285714,0.142857143,0.142857143,0.071428571,0,0,0,0.071428571,0,0,0.071428571,0
ABP,0.266666667,0,0,0,0,0,0,0,0.266666667,0.266666667,0,0,0,0,0,0,0.066666667,0.066666667,0.066666667,0
ABP,0.083333333,0,0,0,0,0,0,0,0.25,0.333333333,0.083333333,0,0,0,0,0,0.083333333,0.083333333,0.083333333,0
ABP,0.083333333,0,0,0,0,0,0,0,0.333333333,0.333333333,0,0,0,0,0,0,0.083333333,0.083333333,0.083333333,0
ABP,0.0625,0,0,0,0.125,0,0.0625,0.0625,0.375,0.1875,0,0,0.0625,0,0,0,0,0,0.0625,0
ABP,0.05,0,0,0,0.1,0,0.05,0.05,0.35,0.1,0,0.05,0,0,0,0.15,0.05,0,0.05,0
ABP,0.125,0,0,0.0625,0,0.0625,0,0.1875,0.1875,0.0625,0,0.0625,0,0.0625,0,0.0625,0,0.0625,0.0625,0
ABP,0.181818182,0,0,0,0,0,0.090909091,0.045454545,0.227272727,0.227272727,0,0.045454545,0.045454545,0,0.045454545,0,0.045454545,0.045454545,0,0
ABP,0,0,0,0,0.285714286,0.214285714,0,0,0.357142857,0,0,0,0,0,0,0,0,0.071428571,0.071428571,0
ABP,0,0,0,0,0,0.111111111,0,0.111111111,0.222222222,0.333333333,0,0,0,0,0.111111111,0,0.111111111,0,0,0
ABP,0.055555556,0,0,0,0.111111111,0,0.055555556,0,0.111111111,0.111111111,0,0,0,0,0.222222222,0,0,0.111111111,0.055555556,0.166666667
